provider,category,product,service_type,region_code,region_name,sku_or_plan,cpu_vcpu,memory_gb,storage_gb,gpu,price_amount,price_unit,currency,billing_basis,notes,source_url,fetched_at
Azure,cloud_major,Virtual Machines F Series,vm,eastasia,AP East,Standard_F2,,,,none,0.026611,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F2/F2s Spot; sku=F2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv4 Series,vm,eastus,US East,Standard_E80ids_v4,,,,none,5.76,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E80ids v4; sku=E80ids v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv5 Series,vm,japaneast,JA East,Standard_E32-16s_v5,,,,none,2.432,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16s v5; sku=E32-16s v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epdsv6 Series,vm,southeastasia,AP Southeast,Standard_E16pds_v6,,,,none,0.215477,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16pds v6 Spot; sku=E16pds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dlsv5 Series,vm,uksouth,UK South,Standard_D8ls_v5,,,,none,0.404,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D8ls v5; sku=D8ls v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv6 Series,vm,westeurope,EU West,Standard_D192s_v6,,,,none,2.142386,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D192s v6 Spot; sku=D192s v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Fasv6 Series,vm,westus3,US West 3,Standard_F16as_v6,,,,none,1.093,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F16as v6; sku=F16as v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv6 Series,vm,australiaeast,AU East,Standard_E16-8as_v6,,,,none,1.198,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16-8as v6; sku=E16-8as v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DSv3 Series,vm,eastasia,AP East,Standard_D2s_v3,,,,none,0.132,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2s v3; sku=D2s v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv5 Series,vm,eastus,US East,Standard_E4s_v5,,,,none,0.05665,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4s v5 Spot; sku=E4s v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv4 Series,vm,japaneast,JA East,Standard_E20s_v4,,,,none,1.52,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E20s v4; sku=E20s v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NDsrH200v5 Series,vm,southeastasia,AP Southeast,Standard_ND96isr_H200_v5,,,,none,110.24,hour,USD,Consumption,Azure Retail Prices API raw row; meter=ND96isrH200v5; sku=ND96isrH200v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv7-series Linux,vm,uksouth,UK South,Standard_D64s_v7,,,,none,5.107,hour,USD,Consumption,Azure Retail Prices API raw row; meter=Standard_D64s_v7; sku=Standard_D64s_v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECedsv5 Series,vm,westeurope,EU West,Standard_EC4eds_v5,,,,none,0.063941,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC4edsv5 Spot; sku=EC4edsv5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpldsv6 Series,vm,westus3,US West 3,Standard_D64plds_v6,,,,none,0.461261,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64plds v6 Spot; sku=D64plds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv7-series Linux,vm,australiaeast,AU East,Standard_E64ds_v7,,,,none,1.5966,hour,USD,Consumption,Azure Retail Prices API raw row; meter=Standard_E64ds_v7 Spot; sku=Standard_E64ds_v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famsv7 Series,vm,eastasia,AP East,Standard_F16-8ams_v7,,,,none,0.366089,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F16-8ams v7 Spot; sku=F16-8ams v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ebsv5 Series,vm,eastus,US East,Standard_E48bs_v5,,,,none,0.715,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E48bs v5 Low Priority; sku=Standard_E48bs_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famsv7 Series,vm,japaneast,JA East,Standard_F32-16ams_v7,,,,none,3.728,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F32-16ams v7; sku=F32-16ams v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epsv6 Series,vm,southeastasia,AP Southeast,Standard_E8ps_v6,,,,none,0.085008,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8ps v6 Spot; sku=E8ps v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,ECadsv5-series Linux,vm,westeurope,EU West,Standard_EC4ads_v5,,,,none,0.296,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC4ads_v5; sku=Standard_EC4ads_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Eadsv5 Series CloudServices,vm,westus3,US West 3,Standard_E64-16ads_v5,,,,none,2.854,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64-16ads v5 Low Priority; sku=E64-16ads v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv5 Series,vm,australiaeast,AU East,Standard_E32-8ads_v5,,,,none,0.470131,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-8ads v5 Spot; sku=E32-8ads v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCasv6 series,vm,eastasia,AP East,Standard_DC4as_v6,,,,none,0.251,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC4asv6; sku=DC4asv6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epsv6 Series,vm,eastus,US East,Standard_E96ps_v6,,,,none,1.400386,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96ps v6 Spot; sku=E96ps v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dav4 Series,vm,japaneast,JA East,Standard_D32a_v4,,,,none,1.984,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32a v4/D32as v4; sku=D32a v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECadsccv5 Series,vm,southeastasia,AP Southeast,Standard_EC4ads_cc_v5,,,,none,0.058766,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC4adscc v5 Spot; sku=Standard_EC4ads_cc_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dasv4 Series,vm,uksouth,UK South,Standard_D2as_v4,,,,none,0.0222,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2as v4 Low Priority; sku=D2as v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famsv6 Series,vm,westeurope,EU West,Standard_F4ams_v6,,,,none,0.433,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F4ams v6; sku=F4ams v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Basv2 Series,vm,westus3,US West 3,Standard_B2as_v2,,,,none,0.015,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B2as v2 Low Priority; sku=B2as v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCadsv6 series,vm,australiaeast,AU East,Standard_DC16ads_v6,,,,none,0.211781,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC16adsv6 Spot; sku=DC16adsv6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dndsv6 Series Linux,vm,eastasia,AP East,Standard_D2nds_v6,,,,none,0.247,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2nds v6; sku=D2nds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCasccv5 Series,vm,eastus,US East,Standard_DC4as_cc_v5,,,,none,0.172,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC4ascc v5; sku=Standard_DC4as_cc_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Faldsv7 Series,vm,japaneast,JA East,Standard_F16alds_v7,,,,none,0.275167,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F16alds v7 Spot; sku=F16alds v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epsv6 Series,vm,southeastasia,AP Southeast,Standard_E96ps_v6,,,,none,1.020096,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96ps v6 Spot; sku=E96ps v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dadsv6 Series,vm,uksouth,UK South,Standard_D96ads_v6,,,,none,0.82745,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D96ads v6 Spot; sku=D96ads v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddsv5 Series,vm,westeurope,EU West,Standard_D2ds_v5,,,,none,0.025133,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2ds v5 Spot; sku=Standard_D2ds_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Eadsv5 Series CloudServices,vm,westus3,US West 3,Standard_E96-48ads_v5,,,,none,4.282,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96-48ads v5 Low Priority; sku=E96-48ads v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev5 Series,vm,australiaeast,AU East,Standard_E4_v5,,,,none,0.098603,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4 v5 Spot; sku=Standard_E4_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DSv2 Series,vm,eastus,US East,Standard_DS13-2_v2,,,,none,0.148,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DS13 v2 Low Priority; sku=DS13-2 v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dndsv6 Series Linux,vm,japaneast,JA East,Standard_D64nds_v6,,,,none,6.552,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64nds v6; sku=D64nds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,southeastasia,AP Southeast,Standard_E32-16ds_v5,,,,none,0.557,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16ds v5 Low Priority; sku=E32-16ds v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECasv6 series,vm,uksouth,UK South,Standard_EC2as_v6,,,,none,0.025687,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC2asv6 Spot; sku=EC2asv6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv4 Series,vm,westeurope,EU West,Standard_E2s_v4,,,,none,0.02809,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E2s v4 Spot; sku=E2s v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv6 Series,vm,westus3,US West 3,Standard_E192ids_v6,,,,none,3.191126,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E192ids v6 Spot; sku=E192ids v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv7 Series,vm,australiaeast,AU East,Standard_E96as_v7,,,,none,7.19,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96as v7; sku=E96as v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpldsv5 Series,vm,eastasia,AP East,Standard_D16plds_v5,,,,none,0.784,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16plds v5; sku=Standard_D16plds_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpldsv6 Series,vm,eastus,US East,Standard_D48plds_v6,,,,none,0.48335,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48plds v6 Spot; sku=D48plds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpsv6 Series,vm,japaneast,JA East,Standard_D4ps_v6,,,,none,0.18,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D4ps v6; sku=D4ps v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eav4 Series,vm,southeastasia,AP Southeast,Standard_E16a_v4,,,,none,1.216,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16a v4/E16as v4; sku=E16a v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpdsv6 Series,vm,uksouth,UK South,Standard_D32pds_v6,,,,none,1.693,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32pds v6; sku=D32pds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCSv2 Series,vm,westeurope,EU West,Standard_DC1s_v2,,,,none,0.023,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC1s v2 Low Priority; sku=DC1s v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DS Series,vm,westus3,US West 3,Standard_DS12,,,,none,0.077,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DS12 Low Priority; sku=DS12 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv4 Series,vm,australiaeast,AU East,Standard_E32-16as_v4,,,,none,2.416,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16as_v4; sku=E32-16as_v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv4 Series,vm,eastasia,AP East,Standard_E4as_v4,,,,none,0.334,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4as v4; sku=E4as v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines D Series,vm,eastus,US East,Standard_D3,,,,none,0.0616,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D3/DS3 Low Priority; sku=D3 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv4 Series,vm,japaneast,JA East,Standard_D48s_v4,,,,none,0.595,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48s v4 Low Priority; sku=D48s v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,southeastasia,AP Southeast,Standard_E32-8ds_v5,,,,none,0.557,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-8ds v5 Low Priority; sku=E32-8ds v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ensv6 Series Linux,vm,uksouth,UK South,Standard_E32ns_v6,,,,none,0.41844,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32ns v6 Spot; sku=E32ns v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NCasT4 v3 Series,vm,westeurope,EU West,Standard_NC8as_T4_v3,,,,none,0.94,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NC8as T4 v3; sku=NC8as T4 v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCasccv5 Series,vm,westus3,US West 3,Standard_DC64as_cc_v5,,,,none,0.50857,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC64ascc v5 Spot; sku=Standard_DC64as_cc_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FXmdsv2 Series,vm,australiaeast,AU East,Standard_FX4mds_v2,,,,none,0.794,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX4mds v2; sku=FX4mds v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv4 Series,vm,eastasia,AP East,Standard_E4-2s_v4,,,,none,0.334,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4-2s v4; sku=E4-2s v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv7 Series,vm,eastus,US East,Standard_E8-2ads_v7,,,,none,0.581,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8-2ads v7; sku=E8-2ads v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dasv5 Series,vm,japaneast,JA East,Standard_D16as_v5,,,,none,0.896,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16as v5; sku=Standard_D16as_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FXmsv2 Series,vm,southeastasia,AP Southeast,Standard_FX8ms_v2,,,,none,0.237283,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX8ms v2 Spot; sku=FX8ms v2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ESv3 Series,vm,uksouth,UK South,Standard_E64-32s_v3,,,,none,0.51168,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64-32s v3 Spot; sku=E64-32s v3 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dadsv7 Series,vm,westeurope,EU West,Standard_D8ads_v7,,,,none,0.552,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D8ads v7; sku=D8ads v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Basv2 Series Cloud Services,vm,westus3,US West 3,Standard_B16as_v2,,,,none,0.675,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B16as v2; sku=B16as v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCasccv5 Series,vm,australiaeast,AU East,Standard_DC16as_cc_v5,,,,none,0.159667,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC16ascc v5 Spot; sku=Standard_DC16as_cc_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv4 Series,vm,eastasia,AP East,Standard_E4-2ds_v4,,,,none,0.06468,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4-2ds v4 Spot; sku=E4-2ds v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCdsv3 Series Linux,vm,eastus,US East,Standard_DC8ds_v3,,,,none,0.181,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC8ds_v3 Low Priority; sku=standard_DC8ds_v3 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddsv6 Series,vm,japaneast,JA East,Standard_D2ds_v6,,,,none,0.161,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2ds v6; sku=D2ds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddv4 Series,vm,southeastasia,AP Southeast,Standard_D16d_v4,,,,none,0.209131,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16d v4 Spot; sku=D16d v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dldsv6 Series,vm,uksouth,UK South,Standard_D32lds_v6,,,,none,0.25164,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32lds v6 Spot; sku=D32lds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCesv6 Series,vm,westeurope,EU West,Standard_DC8es_v6,,,,none,0.483,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC8esv6; sku=DC8esv6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv6 Series,vm,westus3,US West 3,Standard_E48as_v6,,,,none,0.528713,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E48as v6 Spot; sku=E48as v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dv5 Series,vm,australiaeast,AU East,Standard_D96_v5,,,,none,1.152,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D96 v5 Low Priority; sku=Standard_D96_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ebsv5 Series,vm,eastasia,AP East,Standard_E112ibs_v5,,,,none,2.265278,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E112ibs v5 Spot; sku=Standard_E112ibs_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Eadsv5 Series CloudServices,vm,eastus,US East,Standard_E96-48ads_v5,,,,none,10.704,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96-48ads v5; sku=E96-48ads v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famsv6 Series,vm,japaneast,JA East,Standard_F2ams_v6,,,,none,0.233,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F2ams v6; sku=F2ams v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dv5 Series,vm,southeastasia,AP Southeast,Standard_D32_v5,,,,none,0.384,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32 v5 Low Priority; sku=Standard_D32_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv5 Series,vm,uksouth,UK South,Standard_E64-16s_v5,,,,none,0.56832,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64-16s v5 Spot; sku=E64-16s v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCesv6 Series,vm,westeurope,EU West,Standard_DC96es_v6,,,,none,1.071101,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC96esv6 Spot; sku=DC96esv6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,NCads A100 v4 Series Linux,vm,westus3,US West 3,Standard_NC24ads_A100_v4,,,,none,3.673,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NC24ads_A100_v4; sku=Standard_NC24ads_A100_v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famdsv7 Series,vm,australiaeast,AU East,Standard_F4amds_v7,,,,none,0.547,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F4amds v7; sku=F4amds v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
